cm_id,example_id,relation,subrelation,field,context,CM,target_tags,target_tokens,all_annotations,auto_adjudication,relation_presence,sousrelations_identified,nb_subrelations_identified,subrelation_presence,comment,comment_A2,comment_adj,presence_extracted,POS_Tags,NER_Tags,Lemmas,Dependencies
C022,1301,cause,créer,law,. Este sector doctrinal estuvo encabezado por BERDUGO quien sostuvo que materialmente el delito suponía una cualificación de la falta por la concurrencia de tres rasgos : el vínculo entre,el delito suponía una cualificación de,"['AMS', 'N5-MS', 'VDA6S-', 'E6--FS', 'N5-FS', 'P']","['el', 'delito', 'suponía', 'una', 'cualificación', 'de']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('el', 'DET'), ('delito', 'NOUN'), ('suponía', 'VERB'), ('una', 'DET'), ('cualificación', 'NOUN'), ('de', 'ADP')]",[],"[('el', 'el'), ('delito', 'delito'), ('suponía', 'suponer'), ('una', 'uno'), ('cualificación', 'cualificación'), ('de', 'de')]","[('el', 2, 'det'), ('delito', 3, 'nsubj'), ('suponía', 0, 'root'), ('una', 5, 'det'), ('cualificación', 3, 'obj'), ('de', 3, 'punct')]"
C022,1302,cause,créer,law,de las retribuciones de el Alcalde . Por_lo_demás el acto administrativo de el Ayuntamiento supone el pago de las retribuciones con carácter retroactivo a el referir se a las devengadas,el Ayuntamiento supone el pago de,"['AMS', 'N4666', 'VDR3S-', 'AMS', 'N5-MS', 'P']","['el', 'Ayuntamiento', 'supone', 'el', 'pago', 'de']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('el', 'DET'), ('Ayuntamiento', 'PROPN'), ('supone', 'VERB'), ('el', 'DET'), ('pago', 'NOUN'), ('de', 'ADP')]","[('Ayuntamiento', 'ORG')]","[('el', 'el'), ('Ayuntamiento', 'Ayuntamiento'), ('supone', 'suponer'), ('el', 'el'), ('pago', 'pago'), ('de', 'de')]","[('el', 2, 'det'), ('Ayuntamiento', 3, 'nsubj'), ('supone', 0, 'root'), ('el', 5, 'det'), ('pago', 3, 'obj'), ('de', 3, 'punct')]"
C022,1303,cause,créer,environment,. Hace unos años ( y aún hoy_en_día ) era habitual dimensionar los colectores suponiendo movimiento permanente y uniforme : calados y velocidades constantes en todo instante y,los colectores suponiendo movimiento,"['AMP', 'N5-MP', 'VG----', 'N5-MS']","['los', 'colectores', 'suponiendo', 'movimiento']","['incertaine', 'non', nan, nan]",2.0,non,['créer'],1.0,,,,,elévée,"[('los', 'DET'), ('colectores', 'NOUN'), ('suponiendo', 'VERB'), ('movimiento', 'NOUN')]",[],"[('los', 'el'), ('colectores', 'colector'), ('suponiendo', 'suponer'), ('movimiento', 'movimiento')]","[('los', 2, 'det'), ('colectores', 3, 'nsubj'), ('suponiendo', 0, 'root'), ('movimiento', 3, 'obj')]"
C022,1304,cause,créer,environment,que el sol de el mediodía siga ascendiendo cada vez más en el cielo supone una garantía de que una vez más volverán la alegría de la primavera y el,el cielo supone una garantía de,"['AMS', 'N5-MS', 'VDR3S-', 'E6--FS', 'N5-FS', 'P']","['el', 'cielo', 'supone', 'una', 'garantía', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('cielo', 'NOUN'), ('supone', 'VERB'), ('una', 'DET'), ('garantía', 'NOUN'), ('de', 'ADP')]",[],"[('el', 'el'), ('cielo', 'cielo'), ('supone', 'suponer'), ('una', 'uno'), ('garantía', 'garantía'), ('de', 'de')]","[('el', 2, 'det'), ('cielo', 3, 'nsubj'), ('supone', 0, 'root'), ('una', 5, 'det'), ('garantía', 3, 'obj'), ('de', 3, 'punct')]"
C022,1305,cause,créer,environment,"donde se van a superar las cargas críticas , la estrategia de la Comisión supondrá una mejora importante en comparación con la situación reinante en 1990 ( véa se",la Comisión supondrá una mejora,"['AFS', 'N4666', 'VDU3S-', 'E6--FS', 'N5-FS']","['la', 'Comisión', 'supondrá', 'una', 'mejora']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('la', 'DET'), ('Comisión', 'PROPN'), ('supondrá', 'VERB'), ('una', 'DET'), ('mejora', 'NOUN')]","[('Comisión', 'ORG')]","[('la', 'el'), ('Comisión', 'Comisión'), ('supondrá', 'suponer'), ('una', 'uno'), ('mejora', 'mejora')]","[('la', 2, 'det'), ('Comisión', 3, 'nsubj'), ('supondrá', 0, 'root'), ('una', 5, 'det'), ('mejora', 3, 'obj')]"
C022,1306,cause,créer,environment,coste ( humedales construidos ) . Las diferencias en el diseño de los humedales tampoco supusieron una diferencia significativa en la variación de bacterias resistentes presentes en sus efluentes .,los humedales tampoco supusieron una diferencia,"['AMP', 'N5-MP', 'D', 'VDP3P-', 'E6--FS', 'N5-FS']","['los', 'humedales', 'tampoco', 'supusieron', 'una', 'diferencia']","['oui', 'non', 'oui', nan]",1.0,non,['créer'],1.0,,,,,elévée,"[('los', 'DET'), ('humedales', 'NOUN'), ('tampoco', 'ADV'), ('supusieron', 'VERB'), ('una', 'DET'), ('diferencia', 'NOUN')]",[],"[('los', 'el'), ('humedales', 'humedal'), ('tampoco', 'tampoco'), ('supusieron', 'suponer'), ('una', 'uno'), ('diferencia', 'diferencia')]","[('los', 2, 'det'), ('humedales', 4, 'nsubj'), ('tampoco', 4, 'advmod'), ('supusieron', 0, 'root'), ('una', 6, 'det'), ('diferencia', 4, 'obj')]"
C022,1307,cause,créer,economy,"interacciones entre los individuos ( Kofman y Senge , 1993 ) . La integración supone el desarrollo de mecanismos que permitan comprender los conocimientos adquiridos y transformar los en memoria organizativa",La integración supone el desarrollo de mecanismos,"['AFS', 'N5-FS', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'N5-MP']","['La', 'integración', 'supone', 'el', 'desarrollo', 'de', 'mecanismos']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('La', 'DET'), ('integración', 'NOUN'), ('supone', 'VERB'), ('el', 'DET'), ('desarrollo', 'NOUN'), ('de', 'ADP'), ('mecanismos', 'NOUN')]",[],"[('La', 'el'), ('integración', 'integración'), ('supone', 'suponer'), ('el', 'el'), ('desarrollo', 'desarrollo'), ('de', 'de'), ('mecanismos', 'mecanismo')]","[('La', 2, 'det'), ('integración', 3, 'nsubj'), ('supone', 0, 'root'), ('el', 5, 'det'), ('desarrollo', 3, 'obj'), ('de', 7, 'case'), ('mecanismos', 5, 'nmod')]"
C022,1308,cause,créer,economy,EL PROCESO DE FORMACIÓN DE CAPITAL Toda iniciación a el estudio de la economía supone la introducción de inevitables limitaciones . A_menudo será necesario sacrificar el rigor en la exposición,la economía supone la introducción de,"['AFS', 'N5-FS', 'VDR3S-', 'AFS', 'N5-FS', 'P']","['la', 'economía', 'supone', 'la', 'introducción', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('la', 'DET'), ('economía', 'NOUN'), ('supone', 'VERB'), ('la', 'DET'), ('introducción', 'NOUN'), ('de', 'ADP')]",[],"[('la', 'el'), ('economía', 'economía'), ('supone', 'suponer'), ('la', 'el'), ('introducción', 'introducción'), ('de', 'de')]","[('la', 2, 'det'), ('economía', 3, 'nsubj'), ('supone', 0, 'root'), ('la', 5, 'det'), ('introducción', 3, 'obj'), ('de', 3, 'punct')]"
C022,1309,cause,créer,economy,", en horas de trabajo . Haciéndo lo de esta manera , el criterio de productividad supone la atribución de todo el valor de lo producido a el trabajo , considerando a",el criterio de productividad supone la atribución de,"['AMS', 'N5-MS', 'P', 'N5-FS', 'VDR3S-', 'AFS', 'N5-FS', 'P']","['el', 'criterio', 'de', 'productividad', 'supone', 'la', 'atribución', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('criterio', 'NOUN'), ('de', 'ADP'), ('productividad', 'NOUN'), ('supone', 'VERB'), ('la', 'DET'), ('atribución', 'NOUN'), ('de', 'ADP')]",[],"[('el', 'el'), ('criterio', 'criterio'), ('de', 'de'), ('productividad', 'productividad'), ('supone', 'suponer'), ('la', 'el'), ('atribución', 'atribución'), ('de', 'de')]","[('el', 2, 'det'), ('criterio', 5, 'nsubj'), ('de', 4, 'case'), ('productividad', 2, 'nmod'), ('supone', 0, 'root'), ('la', 7, 'det'), ('atribución', 5, 'obj'), ('de', 5, 'punct')]"
C022,1310,cause,créer,economy,hundimiento generalizado . La baja habida en la Bolsa hasta mediados de el mes de noviembre supuso una pérdida de unos 30.000 millones de dólares . Las compras o las ventas en,el mes de noviembre supuso una pérdida de,"['AMS', 'N5-MS', 'P', 'N5-MS', 'VDP3S-', 'E6--FS', 'N5-FS', 'P']","['el', 'mes', 'de', 'noviembre', 'supuso', 'una', 'pérdida', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('mes', 'NOUN'), ('de', 'ADP'), ('noviembre', 'NOUN'), ('supuso', 'VERB'), ('una', 'DET'), ('pérdida', 'NOUN'), ('de', 'ADP')]",[],"[('el', 'el'), ('mes', 'mes'), ('de', 'de'), ('noviembre', 'noviembre'), ('supuso', 'suponer'), ('una', 'uno'), ('pérdida', 'pérdida'), ('de', 'de')]","[('el', 2, 'det'), ('mes', 5, 'obl'), ('de', 4, 'case'), ('noviembre', 2, 'compound'), ('supuso', 0, 'root'), ('una', 7, 'det'), ('pérdida', 5, 'obj'), ('de', 5, 'punct')]"
C022,1311,cause,créer,economy,"este modo , el punto de vista pasado de moda de que el ahorro siempre supone inversión , aunque incompleto y desorientador , es formalmente más sólido que el novedoso según","el ahorro siempre supone inversión , aunque","['AMS', 'N5-MS', 'D', 'VDR3S-', 'N5-FS', 'Z', 'C']","['el', 'ahorro', 'siempre', 'supone', 'inversión', ',', 'aunque']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('ahorro', 'NOUN'), ('siempre', 'ADV'), ('supone', 'VERB'), ('inversión', 'NOUN'), (',', 'PUNCT'), ('aunque', 'SCONJ')]",[],"[('el', 'el'), ('ahorro', 'ahorro'), ('siempre', 'siempre'), ('supone', 'suponer'), ('inversión', 'inversión'), (',', ','), ('aunque', 'aunque')]","[('el', 2, 'det'), ('ahorro', 4, 'nsubj'), ('siempre', 4, 'advmod'), ('supone', 0, 'root'), ('inversión', 4, 'obj'), (',', 4, 'punct'), ('aunque', 4, 'mark')]"
C023,1312,cause,créer,medicine,"células infectadas con virus o cancerosas que eliminar , depende también de los proteosomas para generar las señales que identifiquen a tales células dañinas . En efecto , aunque suelen",los proteosomas para generar las señales,"['AMP', 'N5-MP', 'P', 'VI----', 'AFP', 'N5-FP']","['los', 'proteosomas', 'para', 'generar', 'las', 'señales']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('los', 'DET'), ('proteosomas', 'NOUN'), ('para', 'ADP'), ('generar', 'VERB'), ('las', 'DET'), ('señales', 'NOUN')]",[],"[('los', 'el'), ('proteosomas', 'proteosoma'), ('para', 'para'), ('generar', 'generar'), ('las', 'el'), ('señales', 'señal')]","[('los', 2, 'det'), ('proteosomas', 0, 'root'), ('para', 4, 'mark'), ('generar', 2, 'advcl'), ('las', 6, 'det'), ('señales', 4, 'obj')]"
C023,1313,cause,créer,medicine,deben evitar . Al_menos un mecanismo por el que el humo de los cigarrillos genera enfisema se ha revelado con el estudio de la deficiencia de xxx -,los cigarrillos genera enfisema,"['AMP', 'N5-MP', 'VDR3S-', 'N5-MS']","['los', 'cigarrillos', 'genera', 'enfisema']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('los', 'DET'), ('cigarrillos', 'NOUN'), ('genera', 'VERB'), ('enfisema', 'NOUN')]",[],"[('los', 'el'), ('cigarrillos', 'cigarrillo'), ('genera', 'generar'), ('enfisema', 'enfisema')]","[('los', 2, 'det'), ('cigarrillos', 3, 'nsubj'), ('genera', 0, 'root'), ('enfisema', 3, 'obj')]"
C023,1314,cause,créer,medicine,"que de entrada mejor manifiestan dicha característica . Con las elegidas , el experimentador genera moléculas "" hijas "" que se parecen , en grado diverso , a sus progenitoras .","el experimentador genera moléculas "" hijas ""","['AMS', 'N5-MS', 'VDR3S-', 'N5-FP', 'Z', 'N5-FP', 'Z']","['el', 'experimentador', 'genera', 'moléculas', '""', 'hijas', '""']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('experimentador', 'NOUN'), ('genera', 'VERB'), ('moléculas', 'NOUN'), ('""', 'PUNCT'), ('hijas', 'NOUN'), ('""', 'PUNCT')]",[],"[('el', 'el'), ('experimentador', 'experimentador'), ('genera', 'generar'), ('moléculas', 'molécula'), ('""', '""'), ('hijas', 'hija'), ('""', '""')]","[('el', 2, 'det'), ('experimentador', 3, 'nsubj'), ('genera', 0, 'root'), ('moléculas', 3, 'obj'), ('""', 6, 'punct'), ('hijas', 4, 'appos'), ('""', 6, 'punct')]"
C023,1315,cause,créer,medicine,» con una exonucleasa uno de los extremos generados por digestión con una enzima de restricción para generar delaciones de longitud variable ( Figura 11-ld ) . La reacción en cadena de la,una enzima de restricción para generar delaciones de longitud,"['E6--FS', 'N5-6S', 'P', 'N5-FS', 'P', 'VI----', 'N5-FP', 'P', 'N5-FS']","['una', 'enzima', 'de', 'restricción', 'para', 'generar', 'delaciones', 'de', 'longitud']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('una', 'DET'), ('enzima', 'NOUN'), ('de', 'ADP'), ('restricción', 'NOUN'), ('para', 'ADP'), ('generar', 'VERB'), ('delaciones', 'NOUN'), ('de', 'ADP'), ('longitud', 'NOUN')]",[],"[('una', 'uno'), ('enzima', 'enzima'), ('de', 'de'), ('restricción', 'restricción'), ('para', 'para'), ('generar', 'generar'), ('delaciones', 'delación'), ('de', 'de'), ('longitud', 'longitud')]","[('una', 2, 'det'), ('enzima', 0, 'root'), ('de', 4, 'case'), ('restricción', 2, 'nmod'), ('para', 6, 'mark'), ('generar', 2, 'advcl'), ('delaciones', 6, 'obj'), ('de', 9, 'case'), ('longitud', 7, 'nmod')]"
C023,1316,cause,créer,medicine,con los reguladores de el desarrollo nos lleva a preguntar nos si los oncogenes generan señales reguladoras responsables de las diferencias entre un estado fenotípico y otro .,los oncogenes generan señales,"['AMP', 'N5-MP', 'VDR3P-', 'N5-FP']","['los', 'oncogenes', 'generan', 'señales']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('los', 'DET'), ('oncogenes', 'NOUN'), ('generan', 'VERB'), ('señales', 'NOUN')]",[],"[('los', 'el'), ('oncogenes', 'oncogén'), ('generan', 'generar'), ('señales', 'señal')]","[('los', 2, 'det'), ('oncogenes', 3, 'nsubj'), ('generan', 0, 'root'), ('señales', 3, 'obj')]"
C023,1317,cause,créer,economy,"de exportación "" . A medida que se expendían las colonias , las minas generaban una demanda de alimentos y de otros bienes . Para satisfacer esta demanda , se otorgaron mercedes",las minas generaban una demanda de alimentos y,"['AFP', 'N5-FP', 'VDA3P-', 'E6--FS', 'N5-FS', 'P', 'N5-MP', 'C']","['las', 'minas', 'generaban', 'una', 'demanda', 'de', 'alimentos', 'y']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('las', 'DET'), ('minas', 'NOUN'), ('generaban', 'VERB'), ('una', 'DET'), ('demanda', 'NOUN'), ('de', 'ADP'), ('alimentos', 'NOUN'), ('y', 'CCONJ')]",[],"[('las', 'el'), ('minas', 'mina'), ('generaban', 'generar'), ('una', 'uno'), ('demanda', 'demanda'), ('de', 'de'), ('alimentos', 'alimento'), ('y', 'y')]","[('las', 2, 'det'), ('minas', 3, 'nsubj'), ('generaban', 0, 'root'), ('una', 5, 'det'), ('demanda', 3, 'obj'), ('de', 7, 'case'), ('alimentos', 5, 'nmod'), ('y', 3, 'cc')]"
C023,1318,cause,créer,economy,"mayor sea el número de publicaciones , mayor será la capacidad de la universidad para generar empresas ( Grandi y Grimaldi , 2003 ) . Por otra parte , a la hora",la universidad para generar empresas ( Grandi y,"['AFS', 'N5-FS', 'P', 'VI----', 'N5-FP', 'Z', 'N4666', 'C']","['la', 'universidad', 'para', 'generar', 'empresas', '(', 'Grandi', 'y']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('la', 'DET'), ('universidad', 'NOUN'), ('para', 'ADP'), ('generar', 'VERB'), ('empresas', 'NOUN'), ('(', 'PUNCT'), ('Grandi', 'PROPN'), ('y', 'CCONJ')]","[('Grandi', 'PER')]","[('la', 'el'), ('universidad', 'universidad'), ('para', 'para'), ('generar', 'generar'), ('empresas', 'empresa'), ('(', '('), ('Grandi', 'Grandi'), ('y', 'y')]","[('la', 2, 'det'), ('universidad', 0, 'root'), ('para', 4, 'mark'), ('generar', 2, 'advcl'), ('empresas', 4, 'obj'), ('(', 7, 'punct'), ('Grandi', 5, 'appos'), ('y', 7, 'cc')]"
C023,1319,cause,créer,economy,". Esto es , la no incorporación de el progreso técnico en la estimación genera la paradoja de un descenso en la productividad con la que se utilizan los recursos",la estimación genera la paradoja de,"['AFS', 'N5-FS', 'VDR3S-', 'AFS', 'N5-FS', 'P']","['la', 'estimación', 'genera', 'la', 'paradoja', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('la', 'DET'), ('estimación', 'NOUN'), ('genera', 'VERB'), ('la', 'DET'), ('paradoja', 'NOUN'), ('de', 'ADP')]",[],"[('la', 'el'), ('estimación', 'estimación'), ('genera', 'generar'), ('la', 'el'), ('paradoja', 'paradoja'), ('de', 'de')]","[('la', 2, 'det'), ('estimación', 3, 'nsubj'), ('genera', 0, 'root'), ('la', 5, 'det'), ('paradoja', 3, 'obj'), ('de', 3, 'punct')]"
C023,1320,cause,créer,economy,"capacidad que cumple con los requisitos señalados por la teoría basada en los recursos para generar ventajas sostenibles , por ser un activo intangible valioso , escaso , heterogéneo",los recursos para generar ventajas,"['AMP', 'N5-MP', 'P', 'VI----', 'N5-FP']","['los', 'recursos', 'para', 'generar', 'ventajas']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('los', 'DET'), ('recursos', 'NOUN'), ('para', 'ADP'), ('generar', 'VERB'), ('ventajas', 'NOUN')]",[],"[('los', 'el'), ('recursos', 'recurso'), ('para', 'para'), ('generar', 'generar'), ('ventajas', 'ventaja')]","[('los', 2, 'det'), ('recursos', 0, 'root'), ('para', 4, 'mark'), ('generar', 2, 'acl'), ('ventajas', 4, 'obj')]"
C023,1321,cause,créer,economy,destacar que el MFD y la versión de datos de panel de el MFE generaban rankings diferentes por lo que se refiere a su ineficiencia relativa : el,el MFE generaban rankings,"['AMS', 'N4666', 'VDA3P-', 'N5-MP']","['el', 'MFE', 'generaban', 'rankings']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('el', 'DET'), ('MFE', 'PROPN'), ('generaban', 'VERB'), ('rankings', 'NOUN')]","[('MFE', 'ORG')]","[('el', 'el'), ('MFE', 'mfe'), ('generaban', 'generar'), ('rankings', 'ranking')]","[('el', 2, 'det'), ('MFE', 3, 'nsubj'), ('generaban', 0, 'root'), ('rankings', 3, 'obj')]"
C023,1322,cause,créer,general,"Ayuntamiento_de_Salou , que hace el seguimiento de el proceso . Si después_de_todo la venta genera beneficios , se ha acordado con el Ayuntamiento destinar el dinero a alguna actividad","la venta genera beneficios ,","['AFS', 'N5-FS', 'VDR3S-', 'N5-MP', 'Z']","['la', 'venta', 'genera', 'beneficios', ',']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('la', 'DET'), ('venta', 'NOUN'), ('genera', 'VERB'), ('beneficios', 'NOUN'), (',', 'PUNCT')]",[],"[('la', 'el'), ('venta', 'venta'), ('genera', 'generar'), ('beneficios', 'beneficio'), (',', ',')]","[('la', 2, 'det'), ('venta', 3, 'nsubj'), ('genera', 0, 'root'), ('beneficios', 3, 'obj'), (',', 3, 'punct')]"
C023,1323,cause,créer,general,", aunque ninguno como éste , era relevante . Los contenidos de el acontecimiento generaron diversidad de opiniones , desde la indiferencia de unas mujeres de San_Sebastián a el elogio de","el acontecimiento generaron diversidad de opiniones ,","['AMS', 'N5-MS', 'VDP3P-', 'N5-FS', 'P', 'N5-FP', 'Z']","['el', 'acontecimiento', 'generaron', 'diversidad', 'de', 'opiniones', ',']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('acontecimiento', 'NOUN'), ('generaron', 'VERB'), ('diversidad', 'NOUN'), ('de', 'ADP'), ('opiniones', 'NOUN'), (',', 'PUNCT')]",[],"[('el', 'el'), ('acontecimiento', 'acontecimiento'), ('generaron', 'generar'), ('diversidad', 'diversidad'), ('de', 'de'), ('opiniones', 'opinión'), (',', ',')]","[('el', 2, 'det'), ('acontecimiento', 3, 'nsubj'), ('generaron', 0, 'root'), ('diversidad', 3, 'obj'), ('de', 6, 'case'), ('opiniones', 4, 'nmod'), (',', 3, 'punct')]"
C023,1324,cause,créer,general,hay razones para contestar afirmativamente . El manual de economía dice que las fusiones generan mejoras de eficiencia empresarial que se transmiten a los usuarios ; pero esas mejoras suelen,las fusiones generan mejoras de eficiencia,"['AFP', 'N5-FP', 'VDR3P-', 'N5-FP', 'P', 'N5-FS']","['las', 'fusiones', 'generan', 'mejoras', 'de', 'eficiencia']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('las', 'DET'), ('fusiones', 'NOUN'), ('generan', 'VERB'), ('mejoras', 'NOUN'), ('de', 'ADP'), ('eficiencia', 'NOUN')]",[],"[('las', 'el'), ('fusiones', 'fusión'), ('generan', 'generar'), ('mejoras', 'mejora'), ('de', 'de'), ('eficiencia', 'eficiencia')]","[('las', 2, 'det'), ('fusiones', 3, 'nsubj'), ('generan', 0, 'root'), ('mejoras', 3, 'obj'), ('de', 6, 'case'), ('eficiencia', 4, 'nmod')]"
C023,1325,cause,créer,general,ataque que pasa necesariamente por_que la pelota la manejen los medios . Los azulgrana generan centrocampistas muy específicos que sólo conciben el juego a partir de la posesión de,Los azulgrana generan centrocampistas muy,"['AMP', 'N5-6S', 'VDR3P-', 'N5-6P', 'D']","['Los', 'azulgrana', 'generan', 'centrocampistas', 'muy']","['oui', 'non', 'oui', nan]",1.0,non,['créer'],1.0,,,,,elévée,"[('Los', 'DET'), ('azulgrana', 'NOUN'), ('generan', 'VERB'), ('centrocampistas', 'NOUN'), ('muy', 'ADV')]",[],"[('Los', 'el'), ('azulgrana', 'azulgrana'), ('generan', 'generar'), ('centrocampistas', 'centrocampista'), ('muy', 'mucho')]","[('Los', 2, 'det'), ('azulgrana', 3, 'nsubj'), ('generan', 0, 'root'), ('centrocampistas', 3, 'obj'), ('muy', 3, 'advmod')]"
C023,1326,cause,créer,general,para el 3_de_septiembre tras un mandato judicial . El artículo 29 de los estatutos generó confusión sobre la fecha de las elecciones y el magistrado instó a celebrar las,los estatutos generó confusión sobre,"['AMP', 'N5-MP', 'VDP3S-', 'N5-FS', 'P']","['los', 'estatutos', 'generó', 'confusión', 'sobre']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('los', 'DET'), ('estatutos', 'NOUN'), ('generó', 'VERB'), ('confusión', 'NOUN'), ('sobre', 'ADP')]",[],"[('los', 'el'), ('estatutos', 'estatuto'), ('generó', 'generar'), ('confusión', 'confusión'), ('sobre', 'sobre')]","[('los', 2, 'det'), ('estatutos', 3, 'nsubj'), ('generó', 0, 'root'), ('confusión', 3, 'obj'), ('sobre', 4, 'amod')]"
C023,1327,cause,créer,environment,"y la consiguiente caducidad de los materiales , y por_lo_tanto , evita la posibilidad de generar residuos y emisiones adicionales a los de el proceso de producción . Mantener un registro",la posibilidad de generar residuos y emisiones,"['AFS', 'N5-FS', 'P', 'VI----', 'N5-MP', 'C', 'N5-FP']","['la', 'posibilidad', 'de', 'generar', 'residuos', 'y', 'emisiones']","['oui', 'non', 'oui', nan]",1.0,non,['créer'],1.0,,,,,elévée,"[('la', 'DET'), ('posibilidad', 'NOUN'), ('de', 'ADP'), ('generar', 'VERB'), ('residuos', 'NOUN'), ('y', 'CCONJ'), ('emisiones', 'NOUN')]",[],"[('la', 'el'), ('posibilidad', 'posibilidad'), ('de', 'de'), ('generar', 'generar'), ('residuos', 'residuo'), ('y', 'y'), ('emisiones', 'emisión')]","[('la', 2, 'det'), ('posibilidad', 0, 'root'), ('de', 4, 'mark'), ('generar', 2, 'acl'), ('residuos', 4, 'obj'), ('y', 7, 'cc'), ('emisiones', 5, 'conj')]"
C023,1328,cause,créer,environment,"el sentido común de los naturalistas les ha llevado a suponer que la diversidad genera estabilidad , pero que es mejor dar la vuelta a la frase y decir que","la diversidad genera estabilidad , pero","['AFS', 'N5-FS', 'VDR3S-', 'N5-FS', 'Z', 'C']","['la', 'diversidad', 'genera', 'estabilidad', ',', 'pero']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('la', 'DET'), ('diversidad', 'NOUN'), ('genera', 'VERB'), ('estabilidad', 'NOUN'), (',', 'PUNCT'), ('pero', 'CCONJ')]",[],"[('la', 'el'), ('diversidad', 'diversidad'), ('genera', 'generar'), ('estabilidad', 'estabilidad'), (',', ','), ('pero', 'pero')]","[('la', 2, 'det'), ('diversidad', 3, 'nsubj'), ('genera', 0, 'root'), ('estabilidad', 3, 'obj'), (',', 3, 'punct'), ('pero', 3, 'cc')]"
C023,1329,cause,créer,environment,"a restricciones de tipo económico , en su sentido más amplio ; el tipo genera una identidad cultural definida , asociada a el territorio ; y el modelo urbano",el tipo genera una identidad,"['AMS', 'N5-MS', 'VDR3S-', 'E6--FS', 'N5-FS']","['el', 'tipo', 'genera', 'una', 'identidad']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['créer'],1.0,oui,,,,elévée,"[('el', 'DET'), ('tipo', 'NOUN'), ('genera', 'VERB'), ('una', 'DET'), ('identidad', 'NOUN')]",[],"[('el', 'el'), ('tipo', 'tipo'), ('genera', 'generar'), ('una', 'uno'), ('identidad', 'identidad')]","[('el', 2, 'det'), ('tipo', 3, 'nsubj'), ('genera', 0, 'root'), ('una', 5, 'det'), ('identidad', 3, 'obj')]"
C023,1330,cause,créer,environment,", y en el perfeccionamiento de los profesores en_ejercicio . Parece que el método de generar conflicto entre lo adquirido hasta el momento y lo necesario para una nueva situación",el método de generar conflicto entre,"['AMS', 'N5-MS', 'P', 'VI----', 'N5-MS', 'P']","['el', 'método', 'de', 'generar', 'conflicto', 'entre']","['non', 'non', nan, nan]",0.0,non,['créer'],1.0,,,,,elévée,"[('el', 'DET'), ('método', 'NOUN'), ('de', 'ADP'), ('generar', 'VERB'), ('conflicto', 'NOUN'), ('entre', 'ADP')]",[],"[('el', 'el'), ('método', 'método'), ('de', 'de'), ('generar', 'generar'), ('conflicto', 'conflicto'), ('entre', 'entre')]","[('el', 2, 'det'), ('método', 0, 'root'), ('de', 4, 'mark'), ('generar', 2, 'acl'), ('conflicto', 4, 'obj'), ('entre', 4, 'advmod')]"
